id,web_name,team,element_type,now_cost,total_points,points_per_game,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,minutes,form,selected_by_percent
282,Tuanzebe,10,2,39,27,1.2,0,1,1,38,1,0,0,3,1,0,0,80,284.4,93.4,25.0,40.1,1710,1.2,1.2
283,Walton,10,1,43,16,2.3,0,0,1,19,0,0,0,0,0,20,2,42,163.2,10.0,0.0,17.3,630,0.5,0.2
284,Woolfenden,10,2,39,18,1.2,0,0,1,28,0,0,0,2,0,0,0,93,258.4,6.7,8.0,27.5,1187,0.2,1.2
359,Phillips,10,3,48,27,1.4,0,0,1,30,0,0,0,4,1,0,0,167,181.8,116.2,41.0,33.8,1231,0.2,0.1
568,Muric,10,1,44,49,2.7,0,0,1,33,0,0,0,1,0,70,5,186,531.2,0.0,0.0,53.1,1620,0.0,0.4
569,Jaden,10,3,53,37,1.8,2,0,2,22,0,0,0,3,1,0,3,116,159.0,98.2,190.0,43.9,796,0.0,0.1
583,Townsend,10,2,39,11,1.8,0,1,0,6,0,0,0,1,0,0,0,43,110.2,56.0,13.0,18.0,334,0.0,0.5
611,Szmodics,10,3,57,54,2.7,4,0,2,18,0,0,0,2,0,0,2,167,216.0,93.0,263.0,56.7,988,0.2,0.1
619,Cajuste,10,3,45,63,2.1,1,1,1,46,0,0,0,2,0,0,2,309,284.0,209.2,59.0,54.9,1960,2.2,0.1
630,O'Shea,10,2,38,49,1.4,0,2,2,75,0,0,0,6,0,0,1,231,862.8,59.9,195.0,111.6,3122,1.2,1.2
631,J.Clarke,10,3,54,53,1.7,0,4,1,31,0,0,0,2,0,0,0,221,230.8,341.7,151.0,72.2,1161,1.2,0.0
632,Ogbene,10,3,48,7,1.4,0,0,0,3,0,0,0,0,0,0,0,29,22.8,30.2,12.0,6.4,237,0.0,0.0
715,Godfrey,10,2,40,-1,-0.3,0,0,0,10,0,0,0,1,0,0,0,-27,15.0,2.3,2.0,1.9,158,0.0,0.0
743,McKenna,10,5,5,51,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.5,0.4
764,Palmer,10,1,45,22,1.7,0,0,0,30,0,0,0,2,0,45,0,94,356.8,10.0,0.0,36.6,1170,1.2,0.1
799,Boniface,10,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
800,Tom Taylor,10,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
117,Buonanotte,11,3,45,75,2.4,5,2,2,33,0,0,0,8,0,0,6,299,415.8,415.8,318.0,114.7,1508,2.0,0.4
192,J.Ayew,11,3,51,75,2.4,5,0,4,42,0,0,0,6,0,0,3,279,304.4,316.9,311.0,93.4,1649,3.8,0.2
198,Edouard,11,4,51,7,1.2,0,0,0,3,0,0,0,0,0,0,0,14,5.0,25.0,50.0,8.0,141,0.0,0.2
285,B.Soumaré,11,3,44,48,1.5,0,0,1,52,0,0,0,8,0,0,0,327,294.2,261.8,47.0,60.4,2165,1.8,0.3
286,Cannon,11,4,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.3
287,Choudhury,11,3,44,4,1.0,0,0,0,5,0,0,0,0,0,0,0,29,33.8,30.4,6.0,7.0,129,0.0,1.0
288,Coady,11,2,40,39,1.8,1,0,2,42,0,0,0,3,0,0,3,144,378.8,33.0,62.0,47.5,1712,5.5,0.5
289,Daka,11,4,48,34,1.5,1,0,1,16,0,0,0,0,0,0,2,108,86.0,41.7,148.0,27.0,717,1.0,0.5
290,De Cordova-Reid,11,3,52,48,2.1,1,4,1,17,0,0,0,2,0,0,2,145,102.2,84.4,72.0,26.0,734,0.0,0.1
291,Faes,11,2,38,55,1.6,1,0,3,63,0,0,0,4,0,0,2,241,678.0,68.5,121.0,86.9,2812,4.0,5.2
292,Golding,11,3,44,1,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,1,0.2,0.2
293,Hermansen,11,1,44,63,2.3,0,0,1,58,0,1,0,1,0,103,1,231,827.0,0.2,0.0,82.8,2385,0.0,0.4
294,Iversen,11,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.7
295,Justin,11,2,41,70,1.9,2,2,3,68,0,0,0,6,0,0,6,218,615.2,258.5,202.0,107.8,2912,5.0,1.2
296,Kristiansen,11,2,44,34,1.1,0,1,1,62,1,0,0,1,0,0,0,153,519.4,358.6,40.0,91.6,2481,0.5,0.1
297,Marcal,11,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
298,Mavididi,11,3,50,72,2.4,4,1,1,38,0,0,0,2,0,0,5,270,339.2,375.3,302.0,101.5,1606,0.0,0.3
299,McAteer,11,3,47,35,1.9,1,1,3,16,0,0,0,3,0,0,0,125,147.2,132.5,184.0,46.3,846,3.5,0.0
300,Ndidi,11,3,49,64,2.3,0,5,3,48,1,0,0,8,0,0,1,375,546.4,302.2,280.0,112.8,2325,2.8,0.2
301,Okoli,11,2,40,27,1.4,1,0,1,26,0,0,0,4,0,0,1,106,318.6,15.2,73.0,40.7,1122,0.2,0.4
302,Ricardo,11,2,41,10,1.0,0,0,0,8,0,0,0,1,0,0,0,46,67.8,18.7,19.0,10.5,382,0.2,0.1
303,Souttar,11,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
304,Stolarczyk,11,1,40,25,2.5,0,0,2,16,0,0,0,1,0,28,0,104,228.4,0.0,0.0,22.8,900,3.8,0.5
305,Thomas,11,2,39,27,1.9,0,0,3,23,0,0,0,3,0,0,0,144,226.4,144.5,34.0,40.4,1109,4.2,1.4
306,Vardy,11,4,54,128,3.7,9,5,4,68,0,0,1,5,0,0,18,464,490.8,270.8,742.0,150.0,2825,5.5,5.2
307,Vestergaard,11,2,39,11,0.6,0,0,0,35,1,0,0,5,0,0,0,86,321.0,46.6,53.0,42.4,1390,0.0,1.5
308,Ward,11,1,39,2,1.0,0,0,0,6,0,0,0,0,0,4,0,-5,35.4,0.0,0.0,3.6,135,0.0,2.0
309,Winks,11,3,43,40,1.8,0,2,0,34,0,0,0,4,0,0,0,282,272.8,319.6,37.0,63.2,1536,0.0,4.7
501,Skipp,11,3,47,27,1.1,0,0,3,26,0,0,0,8,0,0,0,121,119.4,146.0,35.0,29.9,1118,1.8,0.0
570,A.Fatawu,11,3,51,26,2.4,0,2,0,14,0,0,0,0,0,0,3,125,147.6,104.3,148.0,40.1,576,0.0,0.2
606,Alves,11,3,44,1,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,1,0.0,0.1
616,Nelson,11,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
635,El Khannouss,11,3,48,83,2.6,2,4,3,54,0,0,0,4,0,0,6,376,381.6,634.1,191.0,120.5,2179,3.5,0.2
694,Cartwright,11,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
708,Wilson-Brown,11,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
726,Coulibaly,11,2,40,1,0.2,0,0,0,6,0,0,0,1,0,0,0,-4,24.4,3.4,24.0,5.2,107,0.0,0.0
754,Van Nistelrooy,11,5,5,48,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7.5,0.5
792,Monga,11,3,45,7,1.0,0,0,0,3,0,0,0,0,0,0,0,29,20.6,12.6,19.0,5.1,105,1.0,0.0
796,Olabade Aluko,11,2,40,1,1.0,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.2,0.0,0.2,1,0.2,0.0
797,Jake Evans,11,3,45,4,1.0,0,0,0,1,0,0,0,0,0,0,0,13,3.2,0.2,0.0,0.3,21,0.8,0.0
802,Braybrooke,11,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
310,A.Becker,12,1,55,112,4.0,0,0,10,29,0,0,0,0,0,78,9,451,628.8,13.0,0.0,64.0,2508,2.8,8.4
311,Alexander-Arnold,12,2,72,148,4.5,3,7,12,25,0,0,0,5,0,0,13,603,723.8,833.7,268.0,182.4,2362,0.5,16.7
312,Bajcetic,12,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
313,Bradley,12,2,47,41,2.2,0,2,3,10,0,0,0,4,0,0,3,160,156.2,110.5,162.0,42.8,744,1.8,1.2
315,Clark,12,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
316,Darwin,12,4,70,66,2.2,5,3,2,21,0,0,0,8,0,0,6,244,263.8,151.6,404.0,81.2,1113,1.0,1.9
317,Diogo J.,12,3,72,87,3.3,6,4,7,12,0,0,0,2,0,0,4,225,300.6,169.5,537.0,99.0,1182,0.8,2.6
318,Doak,12,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
319,Elliott,12,3,52,33,1.8,1,2,0,6,0,0,0,1,0,0,3,120,118.6,145.8,143.0,40.4,359,4.2,0.3
320,Endo,12,3,46,21,1.1,0,0,0,5,0,0,0,0,0,0,0,82,57.6,38.2,6.0,10.0,259,1.0,0.1
321,Gakpo,12,4,72,127,3.6,10,5,5,25,0,0,0,5,0,0,22,572,597.0,517.7,686.0,180.3,1921,5.0,5.4
322,Gomez,12,2,47,14,1.6,0,0,1,8,0,0,0,1,0,0,0,83,130.4,38.5,58.0,22.8,517,0.0,0.4
323,Gravenberch,12,3,50,92,2.5,0,4,14,35,0,0,0,5,1,0,1,568,550.6,473.9,121.0,114.7,3160,0.8,0.7
324,Jones,12,3,53,87,2.6,3,5,6,27,0,0,0,1,1,0,4,396,397.2,343.7,400.0,113.6,1702,1.8,0.2
325,Kelleher,12,1,39,45,4.5,0,0,4,12,0,1,0,0,0,27,1,156,224.2,0.0,0.0,22.4,900,0.0,1.2
326,Konaté,12,2,53,106,3.4,1,2,11,28,0,0,0,5,0,0,4,487,578.0,161.4,133.0,87.6,2561,1.0,7.0
327,Luis Díaz,12,3,75,183,5.1,13,7,15,21,0,0,0,2,0,0,21,634,770.8,748.0,946.0,246.4,2393,2.8,16.8
328,M.Salah,12,3,136,344,9.1,29,18,15,40,0,0,0,1,0,0,55,1133,1577.0,1199.2,1985.0,476.0,3374,4.0,66.3
329,Mac Allister,12,3,62,122,3.5,5,6,14,24,0,0,0,6,0,0,8,578,653.4,731.3,357.0,174.1,2597,1.2,1.7
330,McConnell,12,3,43,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
331,Morton,12,3,44,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
332,N.Phillips,12,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
333,Quansah,12,2,39,9,0.7,0,0,0,12,1,0,0,2,0,0,0,38,119.4,29.1,15.0,16.5,488,-0.2,1.0
334,R.Williams,12,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
335,Robertson,12,2,58,91,2.8,0,1,10,32,1,0,0,3,1,0,4,397,395.4,668.7,182.0,124.4,2479,1.5,4.0
336,Szoboszlai,12,3,61,143,4.0,6,10,12,29,0,0,0,6,0,0,14,605,589.8,794.8,601.0,198.1,2485,3.8,2.7
337,Tsimikas,12,2,46,43,2.4,0,1,4,8,0,0,0,2,0,0,3,217,202.0,260.7,60.0,52.5,829,0.5,0.2
339,Virgil,12,2,67,143,3.9,3,1,14,38,0,0,0,5,0,0,8,631,932.6,206.6,299.0,143.7,3330,2.0,25.6
636,Chiesa,12,3,68,7,1.2,0,0,0,3,0,0,0,0,0,0,0,16,9.0,23.5,36.0,6.7,103,0.8,0.2
660,Jaros,12,1,40,1,1.0,0,0,0,0,0,0,0,0,0,1,0,6,8.8,0.0,0.0,0.9,11,0.0,0.1
669,Davies,12,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
688,Nyoni,12,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
692,Nallo,12,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
709,Danns,12,4,45,1,1.0,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,10,0.0,0.0
744,Slot,12,5,15,118,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3.0,6.3
340,Akanji,13,2,53,61,2.3,0,0,6,28,0,0,0,3,0,0,1,307,339.8,249.8,100.0,68.9,2012,3.8,2.3
341,Aké,13,2,53,25,2.5,0,0,3,11,0,0,0,0,0,0,0,121,104.6,33.7,20.0,15.9,677,0.0,0.8
342,Bernardo,13,3,61,110,3.3,4,4,10,36,0,0,0,7,0,0,13,568,603.0,800.4,532.0,193.6,2667,5.0,2.8
343,Bobb,13,3,47,3,1.0,0,0,0,1,0,0,0,0,0,0,0,13,4.4,12.6,0.0,1.6,14,0.2,0.1
344,Carson,13,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.2
345,De Bruyne,13,3,95,114,4.1,4,9,10,19,0,0,0,2,0,0,12,462,466.6,920.0,411.0,179.5,1694,4.5,11.6
346,Doku,13,3,62,88,3.0,3,6,8,14,0,0,0,1,0,0,3,425,453.8,515.9,528.0,150.0,1506,2.8,1.7
347,Ederson M.,13,1,53,111,4.3,0,4,10,26,0,0,0,4,0,54,9,400,567.0,43.0,0.0,60.9,2320,5.0,5.7
348,Foden,13,3,91,105,3.8,7,3,6,24,0,0,0,2,0,0,10,454,448.0,749.0,449.0,164.2,1771,1.2,4.6
349,Grealish,13,3,64,38,1.9,1,1,2,10,0,0,0,3,0,0,4,187,157.2,321.4,234.0,71.3,710,0.2,0.2
350,Gvardiol,13,2,65,153,4.1,5,0,13,41,0,0,0,2,0,0,15,623,847.0,501.7,497.0,185.0,3278,6.0,38.6
351,Haaland,13,4,149,181,5.8,22,3,10,38,0,0,1,2,0,0,26,795,946.0,359.4,1511.0,281.8,2736,2.5,24.0
352,J.Alvarez,13,4,70,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
353,João Cancelo,13,2,53,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.2
354,Kovačić,13,3,54,109,3.5,6,3,10,29,0,0,0,5,1,0,13,542,606.4,579.3,204.0,139.1,2194,2.0,1.2
355,Lewis,13,2,43,66,2.4,1,2,5,27,0,0,0,3,1,0,1,285,293.8,218.6,139.0,65.0,1888,1.8,3.5
356,Matheus N.,13,3,49,81,3.1,1,7,9,19,0,0,0,4,0,0,6,373,370.4,422.4,206.0,99.9,1670,3.5,0.2
357,McAtee,13,3,46,31,2.1,3,0,0,6,0,0,0,1,0,0,0,102,113.0,64.6,136.0,30.7,340,0.5,0.1
358,Ortega Moreno,13,1,52,35,2.7,0,0,3,18,0,0,0,1,0,33,0,144,292.6,0.0,0.0,29.4,1099,0.0,0.7
360,Rodrigo,13,3,62,3,1.0,0,0,0,1,0,0,0,0,0,0,0,21,12.2,17.5,0.0,3.0,72,0.2,0.8
361,Rúben,13,2,55,90,3.3,0,0,11,21,1,0,0,4,0,0,7,410,478.2,173.8,150.0,80.2,2269,6.2,5.5
362,Stones,13,2,53,29,2.6,2,0,1,11,0,0,0,1,0,0,2,92,155.6,49.8,70.0,27.4,544,0.0,1.0
363,Walker,13,2,51,13,0.9,0,0,0,21,0,0,0,3,0,0,0,63,157.4,147.7,29.0,33.5,966,0.0,2.5
571,Savinho,13,3,60,106,3.7,1,11,8,25,0,0,0,3,0,0,15,442,415.2,682.9,671.0,177.3,1760,0.5,1.9
607,O’Reilly,13,3,49,31,3.4,2,0,3,3,0,0,0,0,0,0,4,118,133.4,76.2,112.0,32.2,525,0.5,0.2
625,Gündogan,13,3,63,97,2.9,1,7,10,28,0,0,0,1,0,0,5,460,387.0,781.3,273.0,144.2,2218,5.8,0.5
626,Kaboré,13,2,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
671,Wright,13,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
672,Simpson-Pusey,13,2,40,1,0.5,0,0,0,2,0,0,0,1,0,0,0,7,19.6,2.2,2.0,2.4,95,0.0,0.0
675,Wilson-Esbrand,13,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
698,Mubama,13,4,45,1,1.0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.1,5.0,0.5,27,0.0,0.1
703,Alleyne,13,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
704,Brits,13,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
732,Khusanov,13,2,50,14,2.3,0,0,2,6,1,0,0,1,0,0,0,78,102.0,33.9,4.0,14.1,503,0.0,0.3
733,Vitor Reis,13,2,45,1,1.0,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.0,0.0,0.3,1,0.0,0.0
736,Guardiola,13,5,15,113,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8.2,29.2
755,Marmoush,13,4,74,73,4.6,7,1,8,12,0,0,0,0,0,0,12,326,318.0,246.7,410.0,97.3,1174,3.2,22.6
765,N.Gonzalez,13,3,60,31,2.8,1,1,6,7,0,0,0,3,0,0,0,123,137.2,78.7,62.0,27.5,760,2.5,0.0
785,Echeverri,13,3,58,1,1.0,0,0,0,0,0,0,0,0,0,0,0,2,2.2,0.4,0.0,0.3,5,0.2,0.0
364,Amad,14,3,53,129,5.0,8,8,7,30,0,0,0,5,0,0,17,569,634.0,687.2,615.0,193.8,1898,5.5,4.1
365,Antony,14,3,57,8,1.0,0,0,0,2,0,0,0,0,0,0,0,37,35.0,50.7,74.0,15.8,135,0.0,0.2
366,B.Fernandes,14,3,84,174,4.8,8,12,10,47,0,0,0,3,2,0,28,810,1017.8,1407.7,587.0,300.8,3017,2.5,13.7
367,Bayindir,14,1,43,8,2.0,0,0,1,10,0,0,0,0,0,8,0,22,80.0,0.0,0.0,7.9,360,2.0,0.1
368,Casemiro,14,3,46,48,2.0,1,0,6,20,0,0,0,5,0,0,3,300,433.2,348.2,265.0,104.8,1489,1.0,0.4
369,Dalot,14,2,50,95,2.9,0,4,8,45,0,0,0,5,0,0,9,352,493.2,434.2,258.0,118.2,2812,0.2,4.7
370,Eriksen,14,3,52,45,2.0,1,2,4,16,0,0,0,4,0,0,0,228,235.8,474.3,79.0,78.9,1052,2.8,0.2
371,Evans,14,2,44,15,2.1,0,0,1,2,0,0,0,1,0,0,3,71,66.6,5.3,23.0,9.5,312,0.2,0.1
372,Garnacho,14,3,59,106,2.9,6,4,5,36,0,0,0,3,0,0,7,370,454.0,532.2,904.0,188.3,2188,3.5,4.7
373,Hannibal,14,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
374,Heaton,14,1,39,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.2
375,Højlund,14,4,69,78,2.4,4,1,6,31,0,0,0,2,0,0,8,246,187.0,254.7,432.0,86.3,1998,1.5,1.0
376,Lindelof,14,2,43,27,1.7,0,0,2,9,0,0,0,1,0,0,0,100,125.4,48.5,8.0,18.3,695,2.5,0.1
377,Maguire,14,2,49,48,1.8,1,0,3,27,0,0,0,7,0,0,3,217,409.4,101.2,233.0,74.5,1751,2.2,0.8
378,Mainoo,14,3,52,42,1.7,0,0,5,27,0,0,0,5,0,0,0,229,196.6,250.8,137.0,58.8,1646,1.5,1.7
379,Malacia,14,2,44,2,0.7,0,0,0,1,0,0,0,1,0,0,0,2,5.2,13.9,0.0,1.7,99,0.0,0.0
380,Martinez,14,2,43,68,3.4,2,1,6,27,0,0,0,7,0,0,5,293,426.6,153.9,158.0,73.8,1751,0.0,2.2
381,McTominay,14,3,49,2,1.0,0,0,0,1,0,0,0,0,0,0,0,4,3.2,0.3,5.0,0.9,17,0.0,0.1
382,Mount,14,3,63,25,1.5,1,0,3,11,0,0,0,3,0,0,0,74,104.0,140.0,218.0,45.6,613,3.2,0.2
383,Onana,14,1,49,120,3.5,0,0,9,44,0,1,0,0,0,90,8,443,733.0,13.0,0.0,74.7,3060,0.5,5.0
384,Pellistri,14,3,50,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
387,Shaw,14,2,49,5,0.7,0,0,0,5,1,0,0,1,0,0,0,38,48.2,68.2,11.0,12.7,346,0.2,0.2
389,Zirkzee,14,4,65,64,2.0,3,2,3,24,0,0,0,2,0,0,6,216,222.6,212.0,351.0,78.0,1385,0.0,1.5
572,Yoro,14,2,43,22,1.0,0,0,1,24,0,0,0,5,0,0,0,90,207.4,55.8,54.0,31.8,1160,0.2,0.2
593,De Ligt,14,2,48,68,2.3,2,0,4,36,0,0,0,3,0,0,3,312,518.4,88.7,303.0,91.5,2119,0.0,2.9
594,Mazraoui,14,2,42,88,2.4,0,1,7,43,0,0,0,3,0,0,5,410,619.4,332.7,123.0,107.5,2836,0.8,7.3
613,Collyer,14,3,45,6,1.0,0,0,0,2,0,0,0,0,0,0,0,40,40.4,29.9,8.0,7.9,174,0.0,0.0
648,Wheatley,14,4,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.0
652,Ugarte,14,3,49,49,1.7,1,2,4,33,1,0,0,11,0,0,1,318,313.6,195.9,113.0,62.1,1777,1.2,0.1
658,Heaven,14,2,40,10,2.5,0,0,1,1,0,0,0,1,0,0,2,47,43.4,12.9,10.0,6.6,169,2.0,0.1
667,Fletcher,14,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
670,Amass,14,2,40,4,0.8,0,0,0,9,0,0,0,0,0,0,0,1,40.0,26.5,15.0,8.2,345,0.2,0.1
673,Fitzgerald,14,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
691,Kukonki,14,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
745,Amorim,14,5,8,86,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5.8,1.4
761,Harrison,14,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
766,Dorgu,14,2,45,18,1.5,0,0,2,12,0,0,0,3,1,0,1,108,106.4,175.3,112.0,39.4,840,2.5,0.2
776,Obi,14,4,45,7,1.0,0,0,0,5,0,0,0,1,0,0,0,21,8.2,5.1,46.0,5.4,160,0.8,0.2
777,Fredricson,14,2,40,2,1.0,0,0,0,5,0,0,0,0,0,0,0,16,37.4,4.9,2.0,4.4,166,0.0,0.0
778,Moorhouse,14,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
779,Koné,14,3,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
783,Graczyk,14,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
788,Dermot Mee,14,1,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
390,A.Murphy,15,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.5
391,Almirón,15,3,54,10,1.1,0,0,0,3,0,0,0,0,0,0,0,36,15.2,40.9,57.0,11.3,150,0.0,0.3
392,Barnes,15,3,59,130,3.9,9,5,6,23,0,0,0,0,0,0,13,442,522.2,407.1,701.0,163.1,1746,2.2,4.2
393,Botman,15,2,44,18,2.2,0,0,2,4,0,0,0,1,0,0,0,95,110.4,28.4,96.0,23.6,412,2.5,0.0
394,Bruno G.,15,3,62,135,3.6,5,6,13,44,0,0,0,7,0,0,10,661,723.0,796.0,454.0,197.5,3273,3.2,3.0
395,Burn,15,2,46,115,3.1,1,1,13,45,2,0,0,11,0,0,9,476,736.6,123.6,297.0,115.8,3330,4.0,12.6
396,Dúbravka,15,1,40,44,4.4,0,0,5,12,0,0,0,0,0,29,2,160,220.2,0.0,0.0,22.0,900,0.0,1.3
398,Gordon,15,3,74,124,3.6,6,6,10,33,0,0,1,2,0,0,9,476,537.0,777.3,655.0,196.8,2428,1.8,8.0
399,Hall,15,2,47,102,3.8,0,7,8,31,0,0,0,3,0,0,11,443,561.6,561.2,128.0,125.3,2188,0.0,4.4
400,Hayden,15,3,44,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
401,Isak,15,4,94,211,6.2,23,6,12,41,0,0,0,1,0,0,36,848,1043.0,573.1,1320.0,292.7,2758,3.2,49.4
402,J.Murphy,15,3,52,159,4.5,8,13,11,31,0,0,0,4,0,0,11,601,713.4,625.2,519.0,185.6,2356,2.5,14.3
403,Joelinton,15,3,60,99,3.4,4,4,10,32,0,0,0,10,0,0,11,374,469.8,389.3,465.0,132.7,2394,0.0,1.1
404,Kelly,15,2,42,12,1.2,0,1,0,6,0,0,0,2,0,0,0,40,80.6,29.0,20.0,12.6,299,0.0,0.1
405,Krafth,15,2,43,17,1.4,0,0,1,2,0,0,0,2,0,0,0,55,59.2,19.7,13.0,9.3,334,0.2,0.1
406,Kuol,15,3,44,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
407,Lascelles,15,2,45,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
408,Lewis,15,2,40,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
409,Livramento,15,2,46,105,2.8,0,1,10,40,0,0,0,1,0,0,6,476,567.4,406.2,127.0,110.1,2835,3.2,8.9
410,Longstaff,15,3,44,34,1.4,0,1,2,11,0,0,0,2,0,0,0,131,117.2,78.4,76.0,27.3,783,0.2,0.3
411,Miley,15,3,50,21,1.5,1,0,0,4,0,0,0,0,0,0,1,88,87.4,33.5,45.0,16.7,304,0.5,0.0
412,Odysseas,15,1,42,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.1
